path,file_name,label,predicted_label_mobile,predicted_prob_mobile,predicted_proba_mobile,predicted_label_b0,predicted_prob_b0,predicted_proba_b0,predicted_label_b7,predicted_prob_b7,predicted_proba_b7
../data/seg_test/buildings/20250.jpg,buildings_20250.jpg,buildings,buildings,0.99912137,"[9.9912137e-01 6.0441522e-12 7.5499662e-07 2.8741958e-06 5.9340469e-08
 8.7497290e-04]",buildings,0.9999454,"[9.9994540e-01 6.7095301e-15 5.1821090e-09 2.3786912e-09 5.5365417e-06
 4.9037691e-05]",buildings,0.99957865,"[9.9957865e-01 7.0996375e-10 2.6863459e-08 2.0566626e-08 2.4703293e-09
 4.2131150e-04]"
../data/seg_test/buildings/20268.jpg,buildings_20268.jpg,buildings,buildings,0.98021185,"[9.8021185e-01 2.8783060e-04 3.8161838e-06 7.7359459e-08 1.0484932e-03
 1.8447984e-02]",buildings,0.988794,"[9.8879403e-01 1.0370166e-11 1.6578845e-07 1.1766822e-10 1.0736771e-09
 1.1205924e-02]",buildings,0.9882366,"[9.8823661e-01 1.5185868e-11 2.0365007e-06 7.6107071e-08 1.8880097e-07
 1.1761094e-02]"
../data/seg_test/buildings/20294.jpg,buildings_20294.jpg,buildings,buildings,0.74207467,"[7.4207467e-01 2.9429844e-11 2.2661634e-08 1.0366059e-11 5.7845639e-13
 2.5792527e-01]",street,0.99713445,"[2.8655259e-03 6.0321369e-18 6.5930400e-10 1.8491396e-11 6.7288939e-12
 9.9713445e-01]",street,0.9623365,"[3.7663519e-02 1.8882924e-16 5.5121353e-13 2.1955777e-12 2.6805400e-13
 9.6233648e-01]"
../data/seg_test/buildings/20309.jpg,buildings_20309.jpg,buildings,buildings,0.98455286,"[9.8455286e-01 3.1403678e-07 1.1679962e-03 1.8577120e-06 1.8535045e-05
 1.4258476e-02]",buildings,0.6125613,"[6.1256129e-01 7.1895401e-09 4.7893622e-07 5.2234685e-07 4.4845990e-07
 3.8743728e-01]",buildings,0.99710196,"[9.9710196e-01 6.8976838e-11 5.1662505e-07 1.1616211e-05 1.6028369e-05
 2.8699043e-03]"
../data/seg_test/buildings/20344.jpg,buildings_20344.jpg,buildings,buildings,0.9980788,"[9.9807882e-01 2.8344620e-12 3.8206244e-07 3.7608515e-08 1.2244258e-08
 1.9207316e-03]",buildings,0.9999876,"[9.9998760e-01 2.7372173e-15 1.8241559e-07 2.1267823e-09 9.0701022e-08
 1.2111400e-05]",buildings,0.99999976,"[9.9999976e-01 5.4650186e-12 3.6980155e-11 4.1837006e-11 5.1337584e-10
 2.2340217e-07]"
../data/seg_test/buildings/20350.jpg,buildings_20350.jpg,buildings,buildings,0.9672021,"[9.6720213e-01 1.4190377e-09 2.9769340e-06 3.2899763e-07 1.4612123e-05
 3.2779951e-02]",buildings,0.9985311,"[9.9853110e-01 8.7103447e-15 6.8680507e-08 7.0816334e-08 1.3874047e-08
 1.4686941e-03]",buildings,0.845499,"[8.4549898e-01 1.6615832e-13 8.0326208e-07 1.9077463e-08 1.1034726e-08
 1.5450016e-01]"
../data/seg_test/buildings/20366.jpg,buildings_20366.jpg,buildings,buildings,0.99772257,"[9.9772257e-01 1.8432807e-07 1.5676704e-06 8.5817078e-07 3.5981450e-06
 2.2712389e-03]",buildings,0.9999976,"[9.9999762e-01 1.1356430e-22 4.4725219e-16 2.1677926e-12 3.8488272e-11
 2.3793498e-06]",buildings,0.9999993,"[9.9999928e-01 3.0745447e-15 2.0312751e-14 4.9068156e-11 3.3561029e-11
 7.4439100e-07]"
../data/seg_test/buildings/20374.jpg,buildings_20374.jpg,buildings,buildings,0.9943877,"[9.9438769e-01 2.7262864e-10 8.8178120e-07 1.1264680e-05 1.1901420e-04
 5.4812068e-03]",street,0.9939579,"[5.8261137e-03 3.0769746e-14 5.8716396e-06 9.0695671e-08 2.1011026e-04
 9.9395788e-01]",buildings,0.62354636,"[6.2354636e-01 3.1137037e-07 1.9520296e-06 8.1684872e-09 2.0744090e-05
 3.7643066e-01]"
../data/seg_test/buildings/20390.jpg,buildings_20390.jpg,buildings,street,0.946644,"[5.3346828e-02 9.9164463e-09 5.7132143e-06 3.3607976e-06 9.1401873e-08
 9.4664401e-01]",buildings,0.99308336,"[9.9308336e-01 5.2863343e-15 7.6126071e-07 1.3906177e-08 8.0094537e-10
 6.9157886e-03]",buildings,0.9879848,"[9.8798478e-01 1.0122206e-08 3.9395863e-07 2.6901742e-07 6.1346053e-09
 1.2014511e-02]"
../data/seg_test/buildings/20394.jpg,buildings_20394.jpg,buildings,street,0.91826963,"[8.1715383e-02 2.4569464e-09 1.2275447e-06 8.7696873e-07 1.2887600e-05
 9.1826963e-01]",buildings,0.9973732,"[9.9737322e-01 7.0350302e-17 3.7487926e-08 5.2769883e-10 3.2977561e-09
 2.6267737e-03]",buildings,0.99993956,"[9.9993956e-01 9.6517939e-15 3.0717712e-07 9.5894208e-08 3.0840180e-10
 6.0120743e-05]"
../data/seg_test/buildings/20424.jpg,buildings_20424.jpg,buildings,buildings,0.99883765,"[9.9883765e-01 1.2298962e-07 1.6041676e-04 5.4389611e-04 2.9721543e-06
 4.5494761e-04]",buildings,1.0,"[1.0000000e+00 1.1713257e-19 5.7105531e-10 3.1751626e-12 7.6492236e-13
 1.1624935e-09]",buildings,0.9996923,"[9.9969232e-01 1.0300132e-06 1.0198401e-06 2.9223130e-04 1.3178261e-05
 1.8752979e-07]"
../data/seg_test/buildings/20425.jpg,buildings_20425.jpg,buildings,buildings,0.94954145,"[9.4954145e-01 9.9344796e-08 1.9375132e-04 5.7427889e-07 1.3877987e-05
 5.0250273e-02]",buildings,0.69973016,"[6.9973016e-01 3.6674802e-10 4.6051980e-07 3.5167009e-06 2.3931176e-05
 3.0024192e-01]",street,0.9977314,"[2.2686571e-03 5.7196928e-13 1.9519348e-09 3.6315764e-09 5.1815343e-09
 9.9773139e-01]"
../data/seg_test/buildings/20430.jpg,buildings_20430.jpg,buildings,buildings,0.99080795,"[9.90807950e-01 1.02301457e-11 1.24158319e-08 8.76210715e-10
 1.09683596e-10 9.19209141e-03]",buildings,0.9998908,"[9.9989080e-01 1.6247436e-21 1.2456365e-10 6.5788016e-13 5.0346836e-13
 1.0914787e-04]",buildings,0.9944121,"[9.9441212e-01 7.2892504e-15 1.3133210e-10 4.1970816e-11 2.0728454e-11
 5.5879005e-03]"
../data/seg_test/buildings/20431.jpg,buildings_20431.jpg,buildings,street,0.7585194,"[2.4143489e-01 4.3306598e-05 1.5956703e-06 4.1860420e-07 3.2921420e-07
 7.5851941e-01]",buildings,0.9104363,"[9.1043627e-01 2.4033859e-13 1.0124328e-08 2.1581077e-09 4.8699821e-08
 8.9563645e-02]",buildings,0.9896992,"[9.8969918e-01 5.0355262e-09 1.3250451e-07 7.2565669e-09 3.2988217e-09
 1.0300663e-02]"
../data/seg_test/buildings/20436.jpg,buildings_20436.jpg,buildings,buildings,0.999956,"[9.9995601e-01 3.4245627e-08 4.6252589e-07 1.1931056e-05 3.6154398e-07
 3.1171294e-05]",buildings,0.9979292,"[9.9792922e-01 5.6071277e-13 9.8093296e-06 6.2643380e-07 3.5635165e-07
 2.0600129e-03]",buildings,0.9999651,"[9.9996507e-01 1.4772005e-09 1.4059458e-09 1.9549256e-08 1.9698872e-07
 3.4768836e-05]"
../data/seg_test/buildings/20441.jpg,buildings_20441.jpg,buildings,buildings,0.97279006,"[9.7279006e-01 1.9499059e-05 1.3635686e-04 7.3006272e-04 9.2893155e-05
 2.6231162e-02]",buildings,0.99550444,"[9.9550444e-01 1.1039697e-06 4.2168554e-03 3.5490688e-05 6.4929860e-05
 1.7734026e-04]",buildings,0.9120727,[0.9120727  0.00362168 0.00217133 0.00095521 0.00562167 0.07555731]
../data/seg_test/buildings/20449.jpg,buildings_20449.jpg,buildings,buildings,0.9999441,"[9.9994409e-01 7.8705461e-14 7.8682769e-11 1.2938389e-11 4.6805756e-13
 5.5945180e-05]",buildings,0.99227494,"[9.9227494e-01 4.4594519e-15 1.9360503e-05 4.0780296e-06 9.9203390e-10
 7.7016777e-03]",buildings,0.99924576,"[9.9924576e-01 7.6109093e-17 4.6696700e-12 2.1468605e-11 2.9454920e-14
 7.5422094e-04]"
../data/seg_test/buildings/20460.jpg,buildings_20460.jpg,buildings,buildings,0.9998747,"[9.99874711e-01 1.11949504e-07 9.71356894e-06 4.10760958e-06
 2.32986281e-06 1.08954970e-04]",buildings,0.9997887,"[9.9978870e-01 1.8287113e-11 3.3318624e-08 7.2526795e-08 1.2535589e-08
 2.1123984e-04]",buildings,0.999998,"[9.9999797e-01 1.3885335e-09 2.3948958e-09 2.9123801e-09 7.3810913e-09
 2.0392076e-06]"
../data/seg_test/buildings/20465.jpg,buildings_20465.jpg,buildings,buildings,0.99994814,"[9.9994814e-01 1.1948313e-11 2.3387015e-11 9.4026832e-15 2.0040861e-15
 5.1804098e-05]",buildings,0.9974578,"[9.9745780e-01 1.2865975e-16 3.1760436e-12 1.1105284e-12 1.7507016e-13
 2.5422040e-03]",buildings,0.9975817,"[9.9758172e-01 1.3581379e-09 2.4648537e-09 7.3830220e-11 2.4213356e-10
 2.4183095e-03]"
../data/seg_test/buildings/20504.jpg,buildings_20504.jpg,buildings,buildings,0.9984824,"[9.9848241e-01 1.0269419e-05 6.5380108e-04 2.9969182e-05 1.3124227e-04
 6.9228804e-04]",buildings,0.9996178,"[9.9961782e-01 4.8778315e-15 2.9686294e-04 1.4108355e-06 8.7110116e-08
 8.3754334e-05]",buildings,0.99998724,"[9.9998724e-01 7.2834143e-12 4.6434758e-09 1.9512836e-09 2.7567575e-09
 1.2745106e-05]"
../data/seg_test/buildings/20515.jpg,buildings_20515.jpg,buildings,buildings,0.99634874,"[9.96348739e-01 1.52238235e-05 8.97201335e-06 3.61833116e-03
 5.13550219e-07 8.15542626e-06]",buildings,0.99999845,"[9.9999845e-01 4.1881958e-12 1.5834611e-06 6.2772663e-09 4.6575049e-10
 6.2738520e-10]",buildings,0.9999974,"[9.9999738e-01 1.1045023e-08 4.6080328e-07 2.4332098e-07 4.5320297e-07
 1.4289234e-06]"
../data/seg_test/buildings/20524.jpg,buildings_20524.jpg,buildings,buildings,0.99777764,"[9.9777764e-01 4.2227485e-11 9.6801750e-07 3.8763574e-07 4.5614667e-07
 2.2206409e-03]",buildings,0.91616654,"[9.1616654e-01 5.2558838e-17 9.4060848e-09 1.5492603e-07 2.9012731e-10
 8.3833180e-02]",buildings,0.99928844,"[9.9928844e-01 3.7821652e-16 3.2153666e-12 1.5465872e-10 1.8462765e-10
 7.1150420e-04]"
../data/seg_test/buildings/20536.jpg,buildings_20536.jpg,buildings,buildings,0.9932682,"[9.9326819e-01 4.7084658e-10 2.0363674e-04 1.8454689e-07 3.0839754e-05
 6.4971512e-03]",buildings,0.9975878,"[9.9758780e-01 1.5318417e-16 5.6456497e-09 2.3231862e-10 2.2607735e-07
 2.4120337e-03]",buildings,0.9826294,"[9.8262942e-01 8.8528934e-10 3.3263498e-07 2.3813440e-07 1.6472681e-08
 1.7369963e-02]"
../data/seg_test/buildings/20546.jpg,buildings_20546.jpg,buildings,buildings,0.98471457,"[9.8471457e-01 2.2112440e-10 9.4895285e-08 1.4102415e-09 1.1782684e-07
 1.5285193e-02]",buildings,0.99980456,"[9.9980456e-01 1.1429387e-12 1.9432887e-08 2.8543959e-10 1.1033902e-08
 1.9541012e-04]",buildings,0.99845636,"[9.9845636e-01 7.4868726e-06 6.1197625e-08 3.5332437e-08 7.7952635e-08
 1.5359429e-03]"
../data/seg_test/buildings/20549.jpg,buildings_20549.jpg,buildings,buildings,0.98955286,"[9.89552855e-01 4.36783915e-10 7.74849582e-07 1.07284556e-07
 1.06674189e-08 1.04463054e-02]",buildings,0.97879636,"[9.78796363e-01 1.05245065e-20 6.79540313e-10 2.57191463e-10
 4.21187743e-13 2.12036055e-02]",buildings,0.9781917,"[9.7819167e-01 1.5361989e-11 1.0028035e-07 1.7421848e-09 3.4816511e-11
 2.1808192e-02]"
../data/seg_test/buildings/20550.jpg,buildings_20550.jpg,buildings,buildings,0.99640024,"[9.9640024e-01 1.6753969e-09 8.4504964e-06 1.9114386e-04 6.5109477e-04
 2.7490889e-03]",street,0.5054962,"[4.9448597e-01 3.7895463e-16 2.6367434e-07 4.7756282e-07 1.7076993e-05
 5.0549620e-01]",street,0.73960805,"[2.6038983e-01 1.6644804e-11 8.8419866e-10 2.6908967e-08 2.1359119e-06
 7.3960805e-01]"
../data/seg_test/buildings/20553.jpg,buildings_20553.jpg,buildings,buildings,0.9999852,"[9.9998522e-01 2.5235703e-08 6.7204678e-07 1.1953550e-06 4.1970688e-10
 1.2843239e-05]",buildings,0.999622,"[9.9962199e-01 9.5492469e-10 2.5115704e-10 7.4232690e-07 1.1149332e-08
 3.7722854e-04]",buildings,0.9999999,"[9.9999988e-01 2.7115241e-11 2.9791558e-12 6.4449598e-11 1.5680248e-09
 9.4328968e-08]"
../data/seg_test/buildings/20555.jpg,buildings_20555.jpg,buildings,buildings,0.9434214,"[9.4342142e-01 2.0165049e-10 1.7402577e-05 1.6582652e-08 3.9151779e-08
 5.6561060e-02]",buildings,0.8753981,"[8.7539810e-01 1.6512802e-13 5.4584604e-09 1.4488039e-07 4.5358018e-08
 1.2460178e-01]",buildings,0.9907548,"[9.9075478e-01 3.5280446e-13 5.0137126e-09 1.4112867e-08 2.0209042e-08
 9.2451591e-03]"
../data/seg_test/buildings/20574.jpg,buildings_20574.jpg,buildings,buildings,0.97332484,"[9.7332484e-01 5.6594074e-12 2.0666249e-08 2.1686846e-09 6.8763864e-13
 2.6675152e-02]",buildings,0.66918164,"[6.6918164e-01 1.6324309e-14 5.4812599e-08 4.2003174e-09 1.8312140e-07
 3.3081812e-01]",street,0.8709932,"[1.2900680e-01 2.7448149e-15 3.0156278e-13 1.6092775e-12 1.5913303e-12
 8.7099320e-01]"
../data/seg_test/buildings/20580.jpg,buildings_20580.jpg,buildings,buildings,0.99895895,"[9.9895895e-01 1.5555968e-09 1.3248752e-08 4.5676518e-07 1.6962511e-07
 1.0404007e-03]",buildings,0.9893188,"[9.8931879e-01 6.6985361e-16 2.5803977e-09 1.1716595e-06 6.9554467e-08
 1.0680012e-02]",buildings,0.9999994,"[9.9999940e-01 1.7573977e-12 1.2510950e-08 5.6578546e-08 9.8246090e-08
 3.4396717e-07]"
../data/seg_test/buildings/20581.jpg,buildings_20581.jpg,buildings,buildings,0.9934742,"[9.9347419e-01 4.9906173e-12 3.1304933e-07 3.9072843e-09 4.7958540e-11
 6.5254923e-03]",buildings,0.9558846,"[9.5588458e-01 2.4905306e-17 1.0511544e-11 2.4791814e-12 1.2919412e-11
 4.4115387e-02]",street,0.8474374,"[1.5256266e-01 4.3099127e-10 9.1832146e-11 6.2715048e-11 5.6094230e-11
 8.4743738e-01]"
../data/seg_test/buildings/20587.jpg,buildings_20587.jpg,buildings,buildings,0.9989496,"[9.9894959e-01 4.1269999e-08 2.0597348e-09 8.6851115e-10 9.0524721e-10
 1.0503993e-03]",buildings,0.9997842,"[9.9978417e-01 4.4095510e-17 3.7353421e-13 2.3171193e-10 1.1669066e-10
 2.1586870e-04]",buildings,0.9999999,"[9.9999988e-01 1.6671944e-12 3.1690467e-15 8.0943403e-12 1.0439715e-10
 8.8771188e-08]"
../data/seg_test/buildings/20597.jpg,buildings_20597.jpg,buildings,buildings,0.9940931,"[9.9409312e-01 1.9147719e-12 3.3684149e-09 3.0607705e-09 5.3353168e-12
 5.9069009e-03]",buildings,0.99852765,"[9.9852765e-01 5.0642454e-18 2.1799437e-07 9.0928927e-09 2.8414663e-11
 1.4721452e-03]",buildings,0.9998796,"[9.9987960e-01 8.5983408e-11 1.4722372e-08 3.5756280e-08 4.3050580e-12
 1.2042322e-04]"
../data/seg_test/buildings/20601.jpg,buildings_20601.jpg,buildings,buildings,0.99425757,"[9.9425757e-01 1.9784316e-10 7.3949527e-09 2.0475048e-09 3.0583619e-11
 5.7424027e-03]",buildings,0.99999607,"[9.9999607e-01 8.7421973e-18 1.0874249e-08 3.0268343e-11 9.5914563e-13
 3.9855599e-06]",buildings,0.9999999,"[9.9999988e-01 3.5462646e-13 1.6332075e-10 2.5425523e-11 2.7510168e-11
 1.1175124e-07]"
../data/seg_test/buildings/20606.jpg,buildings_20606.jpg,buildings,buildings,0.9999733,"[9.9997330e-01 6.0783826e-12 1.0295115e-09 4.8496759e-13 5.0546156e-12
 2.6700955e-05]",buildings,0.9999988,"[9.9999881e-01 4.7634414e-20 2.1950047e-13 1.9234754e-11 3.2839792e-10
 1.2006118e-06]",buildings,0.99999404,"[9.9999404e-01 7.5854723e-16 2.1263700e-13 7.7156879e-13 1.4383323e-09
 5.8996966e-06]"
